Name;id_Number;row_Number;seat_Number;auditorium_Number;test_result;score
"Ramon Killian";62273194503015933;10;29;4;False;72
"Ramon Petersen";86171194412015765;28;31;4;NULL;67
"Ramon Rayner";64749197406057620;55;56;6;NULL;73
"Ramon Robb";35943200007083869;24;21;2;False;78
"Ramon Seide";32296199609096074;53;20;2;False;78
"Ramon Taylor";81437201709237029;3;43;6;True;79
"Ramon Williams";99580194701236810;33;29;2;False;54
"Ramona Cart";56541194211264058;59;21;3;False;75
"Ramona Dewberry";70288198903118309;38;3;2;False;85
"Ramona Lombardo";66871193401296538;27;47;5;False;59
"Ramona Pickens";28187200401237135;13;59;4;False;77
"Ramona Racine";64693199510317684;25;31;3;False;81
"Ramona Ruggles";34647195703091749;39;6;1;False;70
"Rana Black";85946196805301991;48;39;5;False;74
"Randal Thom";66740194409026831;18;41;5;NULL;61
"Randall Gouin";27122201301099084;14;54;5;False;83
"Randall Irving";66844200710234296;27;7;6;False;73
"Randall Jankowski";40667200404152114;36;7;2;False;73
"Randall Kinney";47726194309016661;24;9;2;False;75
"Randall Marshall";28346195707088350;38;17;5;NULL;73
"Randall Ortiz";65448197207299183;37;41;3;False;72
"Randall Scott";63831199511235882;12;32;5;False;78
"Randall Sullivan";12882196207025861;40;54;5;False;73
"Randall Williams";35213196307227975;25;32;3;NULL;73
"Randell Saenz";45588200302116637;45;16;2;False;76
"Randolph Garcia";25263199105121445;34;9;4;False;83
"Randolph Moen";80612197206165302;53;43;1;True;73
"Randolph Stewart";41240197102018547;20;30;6;False;78
"Randolph Stringer";88805200306025114;35;29;5;False;70
"Randy Anderson";25290197411152102;15;49;3;False;61
"Randy Anderson";76335200601168236;39;16;5;NULL;79
"Randy Asante";94006200806214357;25;12;1;False;64
"Randy Browne";72757201909153142;20;30;2;True;68
"Randy Bryant";15304198301018323;39;35;5;NULL;76
"Randy Carter";80893199011207850;9;10;4;False;81
"Randy Clift";34200193805037180;48;2;6;False;49
"Randy Colella";51989196503289779;22;28;5;NULL;63
"Randy Corrie";15189200108241505;60;48;4;False;93
"Randy Covert";54390193307285508;37;44;2;False;67
"Randy Downey";70830193107031146;24;16;3;True;56
"Randy Finney";41484195503055698;35;26;1;False;72
"Randy Haecker";55021201901044550;45;3;2;False;84
"Randy Lee";74859196304243986;50;1;1;False;82
"Randy Leonelli";53327198301093105;35;20;2;False;80
"Randy Martin";51229195312181427;9;29;5;False;57
"Randy Navarro";17489194901063636;46;7;4;False;72
"Randy Smith";40409199211293588;53;48;3;False;88
"Randy Stewart";74233196403176639;41;8;1;False;79
"Randy Tobias";40401198308225433;27;60;4;False;84
"Randy Tozier";15985197508142360;16;16;5;False;80
"Randy Valdez";34909200007282303;25;16;5;True;77
"Randy Westrick";55290201812314728;30;15;2;False;81
"Raphael Deleon";15198193509296509;56;20;1;False;61
"Raquel Leach";26516195903203250;42;56;2;True;74
"Raquel Sheats";19354193405099420;4;53;4;False;64
"Raul Cook";21118195002275776;8;1;4;False;72
"Raul Elizalde";89745194201312820;25;19;4;False;73
"Raul Engleman";21213193612137216;28;24;2;NULL;56
"Raul Hartsfield";92271200103212847;27;35;1;True;78
"Raul Lastrapes";63061193210195660;9;34;1;False;72
"Raul Rodriquez";73773195310195882;2;30;3;False;69
"Raul Salazar";40448196005318784;57;47;3;NULL;62
"Raul Santiago";25908199610108508;45;2;6;True;75
"Raul Sharbono";98830197105205550;17;45;2;False;78
"Raul Ward";62828200010234878;11;61;2;False;72
"Raven Snyder";65521198605163661;13;11;5;True;94
"Ray Bryant";26386199708157183;48;61;4;NULL;81
"Ray Cutshall";46966200612124062;20;17;3;NULL;66
"Ray Davies";29137194606103892;49;48;3;NULL;73
"Ray Doyle";84483200409304378;30;6;6;False;91
"Ray Hartman";38675195112122221;60;32;4;False;74
"Ray Helm";27030199905106960;19;27;6;NULL;83
"Ray Hoey";67463199605229955;4;56;2;False;85
"Ray Johnson";20672196911089599;48;35;2;False;77
"Ray Judkins";28889198608258037;5;19;3;NULL;80
"Ray Kenworthy";63385199311035201;2;47;4;False;94
"Ray Kirk";46013197904246577;54;24;1;False;73
"Ray Long";14834193510176501;18;26;2;False;51
"Ray Lopez";99927197411248137;54;15;2;True;64
"Ray Lynn";16927196904147933;18;5;2;False;64
"Ray Miller";86852200104068465;31;31;2;NULL;73
"Ray Mullins";56892198912289169;28;54;6;False;94
"Ray Percell";78569197305149152;43;15;3;False;78
"Ray Stclair";13083196108137644;45;40;4;True;68
"Ray Stinchcomb";91562196203081072;4;44;6;NULL;73
"Ray Ussery";10087200008044904;45;57;5;False;78
"Ray Williams";67270201604281123;33;45;3;NULL;75
"Ray Young";87995199205294311;34;39;3;True;87
"Raymond Alvarado";62353195509235194;57;9;6;False;67
"Raymond Aragon";14627198908192368;43;48;4;False;83
"Raymond Ashalintubbi";95841201802015950;31;2;1;False;73
"Raymond Barbetta";31069201103038690;36;23;1;False;73
"Raymond Boyd";21790195101235301;9;5;2;True;63
"Raymond Brunson";11772200808309494;59;1;3;False;79
"Raymond Charriez";67201193910175967;48;13;2;NULL;59
"Raymond Clark";89599199002094871;55;28;1;False;73
"Raymond Dec";43108194104127852;32;24;3;False;61
"Raymond Delatorre";77738194010237715;40;4;3;NULL;59
"Raymond Eby";42808195603081805;45;23;1;False;69
"Raymond Frost";61537199704115336;5;45;2;False;89
"Raymond Garcia";55281198501022618;49;15;2;False;75
"Raymond Garcia";51072194104111751;48;27;6;False;59
"Raymond Giller";40446198308133776;2;62;4;NULL;83
"Raymond Hall";90675196509191781;56;13;4;NULL;67
"Raymond Hall";36851198602217752;30;10;4;False;83
"Raymond Hamilton";40155198311268719;17;18;5;False;63
"Raymond Harwell";14135199303057716;17;8;5;True;89
"Raymond Hennessy";72910197306223862;16;9;5;True;84
"Raymond Hobbs";36904194608083156;43;31;2;False;61
"Raymond Jiang";97317193010293994;32;28;1;NULL;73
"Raymond Johnson";68375198306075536;49;59;2;False;82
"Raymond Jones";97154194309147737;18;11;5;False;63
"Raymond Lewis";54230197211017876;18;52;5;False;63
"Raymond Litteral";55044195710314962;15;42;5;False;79
"Raymond Martinez";99658194810159178;9;45;6;False;73
"Raymond Melugin";70511201103179462;26;8;4;False;56
"Raymond Musigdilok";94055198708027173;20;56;2;False;89
"Raymond Nicely";23056196505319293;32;14;5;NULL;74
"Raymond Patterson";63427199411279386;4;15;5;False;76
"Raymond Pearson";39907196308297687;9;56;3;NULL;65
"Raymond Ramirez";43677194512221595;42;16;4;True;63
"Raymond Renninger";38006194904242401;34;41;1;False;69
"Raymond Rincon";33559198910038240;50;25;4;False;73
"Raymond Rounds";55360195901279819;26;14;6;False;73
"Raymond Ryan";53530201608174351;15;54;3;False;74
"Raymond Sanchez";69489197710168396;47;53;5;False;78
"Raymond Sanders";48182201701272261;52;19;6;False;60
"Raymond Santos";62971198103237079;44;3;3;False;81
"Raymond Seeds";45902195505232046;12;8;2;NULL;68
"Raymond Shouse";30505195411061510;17;44;6;False;71
"Raymond Showers";31275198307251883;35;40;1;True;73
"Raymond Stamey";83973197601276763;7;25;3;False;71
"Raymond Stemm";39629194910229719;12;38;1;NULL;73
"Raymond Tan";41606198212288583;60;12;4;False;86
"Raymond Wagner";29053199910027731;55;31;4;False;80
"Raymond Weathersby";77623194707057158;39;17;4;False;60
"Rayna Johnson";72733195412019262;10;53;3;False;70
"Reatha Bialczyk";71095196506012083;7;36;5;False;84
"Reba Boland";37116193309082648;4;38;2;False;45
"Reba Clark";54814199611029101;28;30;3;False;87
"Rebbecca Abdullah";29765193807309857;48;32;4;False;67
"Rebecca Anderson";83909199411065163;52;22;6;NULL;75
"Rebecca Baker";46707194307243651;50;26;2;False;57
"Rebecca Burtch";95236195005222547;49;38;4;False;71
"Rebecca Cockerham";77483193805012666;3;42;1;False;72
"Rebecca Daum";47197194412013332;24;52;4;False;67
"Rebecca Frank";89762195701055920;1;50;4;False;76
"Rebecca Gentile";52743201903266977;27;25;1;False;86
"Rebecca Gonzalez";98839201911037684;38;4;3;True;73
"Rebecca Greaves";79376201508077904;57;25;6;False;59
"Rebecca Grover";89419200003175315;14;1;1;NULL;84
"Rebecca Grubbs";62039198009265985;47;14;3;False;81
"Rebecca Hunter";93859199711152209;22;1;3;False;81
"Rebecca Isabella";73629198606183622;35;39;3;False;92
"Rebecca James";88451197403012807;53;18;4;False;75
"Rebecca Keller";16405193602101656;27;21;2;False;57
"Rebecca Ladner";12154198407208866;6;40;4;NULL;85
"Rebecca Larson";91316196405297675;23;38;4;NULL;67
"Rebecca Lovell";60474196011226138;16;43;3;False;77
"Rebecca Martinez";10253195505249705;2;31;2;False;61
"Rebecca Mcghee";72450197401284216;46;48;4;False;78
"Rebecca Miller";31705195311127791;50;11;2;NULL;72
"Rebecca Miller";69018195201168616;21;7;1;False;83
"Rebecca Moore";51480194208097230;19;5;1;NULL;59
"Rebecca Moran";10213201104039984;21;27;4;False;80
"Rebecca Nasser";20996195411128765;3;40;1;False;68
"Rebecca Nelson";39227197803198074;32;7;1;NULL;82
"Rebecca Payne";54869195008261301;61;15;2;False;79
"Rebecca Roden";26867193008145641;10;7;4;NULL;73
"Rebecca Salazar";87466193105032877;34;5;6;False;73
"Rebecca Samet";70626197603206076;11;27;1;True;78
"Rebecca Sirles";11339200201181005;59;56;6;False;92
"Rebecca Skrine";86002194811046577;45;12;4;False;73
"Rebecca Turner";68497195312216566;45;29;6;False;71
"Rebecca Williams";97188198703111064;40;11;5;True;86
"Rebecca Workman";39145195512185427;45;30;4;False;70
"Rebecca Wyatt";99686195212151897;34;49;2;False;79
"Rebecca Yap";61318196012289456;22;11;3;False;70
"Rebecka Curry";98591201307043823;52;14;1;NULL;76
"Rebekah Cooper";17722200311129047;54;28;6;False;81
"Rebekah Hoggard";57797201103173205;12;35;1;False;78
"Regan Cavanaugh";42322194811083234;47;8;4;False;73
"Regina Black";64425197605029615;50;38;6;True;79
"Regina Brackett";97519194108248596;4;11;6;NULL;61
"Regina Davis";28311200609078741;56;18;4;False;74
"Regina Gober";22736195710158321;51;52;4;False;73
"Regina Hill";32200196410172690;17;35;4;False;64
"Regina Koehne";11356196402168155;22;14;4;False;76
"Regina Markley";35791199103152300;11;20;4;False;86
"Regina Ragan";83849201611085830;1;27;2;False;80
"Regina Suehs";42068199905042676;24;36;6;False;80
"Regina Winger";33440198610021121;41;35;3;False;92
"Reginald Adams";92000197911172272;26;1;6;True;79
"Reginald Ashley";17035193707031677;55;53;3;False;64
"Reginald Beveridge";71835198002245487;39;20;4;True;84
"Reginald Buffington";23433200201235352;7;18;3;False;81
"Reginald Gahan";26537197308242842;51;34;1;False;78
"Reginald Gott";43261198110246780;32;14;1;False;66
"Reginald Hauck";74186201808197617;20;36;4;False;77
"Reginald Marsh";93326198602085910;18;13;1;NULL;80
"Reginald Moffatt";75396196301083948;8;15;1;False;69
"Reginald Ross";86819196212258465;13;6;4;False;69
"Reginald Sullivan";35489193402232800;11;38;1;True;60
"Reginald Thomas";37422194007278731;5;32;3;False;73
"Reginald Tolle";20346194305264554;25;22;5;True;77
"Reginald Williamson";76837198003113481;62;20;4;NULL;83
"Reiko Thornsberry";55367201309284179;5;26;4;False;72
"Rena Benford";83409196602283843;15;37;6;False;73
"Rena Rankin";26278198502261633;43;18;6;False;73
"Rena Smith";78725199602162563;34;51;2;False;82
"Renae Alexander";23851198007289811;38;43;3;False;84
"Renae Mcmakin";95603195007239784;19;47;2;NULL;66
"Renaldo Lebo";59323195210172813;26;11;5;NULL;67
"Renata Rodrigues";79495199206145237;19;33;4;False;79
"Renate Tatum";63649193709142978;5;35;1;False;41
"Renato Barr";20299200202014308;25;27;6;False;83
"Renda Andreasen";36323193207206672;47;41;5;False;55
"Rene Bryant";94730196002113797;50;31;2;False;73
"Rene Frenzel";39403200608033117;40;48;2;False;84
"Rene Glass";74748196312116931;3;51;2;NULL;70
"Rene Nguyen";44361198411124776;59;14;6;False;62
"Rene Purvis";89631199504225952;6;31;4;False;87
"Rene Shelton";92651201310118359;21;3;6;NULL;73
"Rene Thurman";59411197406244842;57;7;1;True;83
"Rene Vernon";33512200110049584;26;32;5;False;84
"Renee Albers";24730198012213430;31;61;4;False;70
"Renee Ardito";82308196507181185;2;33;4;False;81
"Renee Arnold";27407198702138065;35;56;4;False;79
"Renee Boldosser";24362198909088965;51;27;6;False;85
"Renee Densmore";97884196011097219;5;28;2;NULL;75
"Renee Herbert";72298194304052524;18;32;1;False;59
"Renee Hughes";59147198406116843;46;18;6;NULL;73
"Renee Hunsaker";17536198701212094;36;3;3;False;78
"Renee Mcdonald";88878198704098080;1;2;5;False;86
"Renee Menendez";94958200510206735;25;25;4;False;79
"Renee Miller";74573200306064001;50;4;2;False;79
"Renee Nolan";90878200706064637;58;40;1;False;83
"Renee Rodriquez";12056194609276720;15;8;4;False;63
"Renee Schlau";83315201809248082;6;35;4;True;75
"Renee Suiter";70897201007182255;48;20;6;False;76
"Renee Thomas";88441197205194932;54;32;3;False;74
"Renetta Kroells";12892201703113065;29;42;3;NULL;87
"Renetta Lora";11192193108214888;35;52;2;NULL;68
"Renna Lucas";61574197409267984;51;55;4;NULL;81
"Ressie Bell";73911196609186414;45;26;1;False;70
"Ressie Stripling";70252193303067297;52;57;3;NULL;73
"Reuben Adams";86240198601157725;43;5;6;False;92
"Reuben Miner";53736195207192983;19;34;4;False;67
"Reuben Watts";22520198307173188;19;46;4;False;86
"Reuben Webster";76121193304028591;26;41;3;False;70
"Rex Kelly";37895199409074942;3;45;3;False;85
"Rex Lewis";81575198204119723;15;5;3;NULL;74
"Rex Moorehead";56267196104086669;21;29;4;False;79
"Rex Shearing";21627200310303279;19;41;2;NULL;79
"Reyes Thomas";10624198501228713;46;33;1;True;78
"Reyna Belanger";74306194811153227;32;41;6;False;73
"Reynaldo Henry";19580193511275276;15;35;6;NULL;56
"Reynaldo Jolly";95426198204034006;24;28;6;True;71
"Reynaldo Mullen";30048201208093993;36;35;6;NULL;84
"Rhea Cole";83900201407245008;54;22;4;False;75
"Rhea Wadley";27131196711271753;50;16;3;NULL;78
"Rhoda Brooks";28064197212225128;45;49;4;NULL;73
"Rhoda Edington";57964194708287347;27;2;2;False;73
"Rhonda Adams";67929194401162796;37;18;4;False;63
"Rhonda Brooks";54012196903028058;11;22;2;False;73
"Rhonda Evans";93596198808049663;14;54;6;False;83
"Rhonda Holderfield";14937195403105316;8;61;5;False;69
"Rhonda Hossack";66342195411039141;43;20;4;False;74
"Rhonda Meador";28407193205278733;1;30;2;False;66
"Rhonda Morris";85286196204076340;10;10;1;False;61
"Rhonda Powell";54226197804187863;15;12;4;NULL;73
"Rhonda Rabinowitz";43663201402073537;57;57;6;False;73
"Rhonda Renaud";59809195111076435;41;43;1;False;71
"Rhonda Sanchez";43221199708194887;37;46;2;False;73
"Rhonda Sumrall";46281194510157555;2;14;5;False;63
"Rhonda Watts";88552197702114518;23;24;1;False;82
"Rhonda Williams";71120198802045963;40;31;4;True;90
"Ricardo Aguinaldo";78275198908076749;7;48;3;False;90
"Ricardo Best";36274199107167050;8;39;3;False;77
"Ricardo Bliss";50336193510107473;22;4;6;NULL;65
"Ricardo Bost";75600200009265802;6;24;6;False;79
"Ricardo Curtis";23955199909253010;64;30;2;False;84
"Ricardo Gasaway";19549195912218704;26;15;3;False;74
"Ricardo Muller";86050200209183839;47;2;3;False;83
"Ricardo Roberts";37922201805286357;30;44;2;False;69
"Ricardo Soto";67264198308038605;23;32;2;False;81
"Ricardo Tan";16846201804216636;34;47;3;NULL;70
"Ricardo Vasko";45534200010052609;4;30;6;False;68
"Richard Abernathy";45173197104218075;22;5;4;False;65
"Richard Adams";70745196911149969;35;36;1;False;75
"Richard Armstrong";53336196905127660;26;3;2;False;83
"Richard Arnett";44661194710319362;31;49;2;False;63
"Richard Beaman";77934200111141904;19;22;5;True;84
"Richard Beene";47244194002254574;2;34;3;False;55
"Richard Benge";54819195506223644;11;9;3;False;67
"Richard Bevers";64385196202132281;60;22;4;False;68
"Richard Bolte";12291198903047980;17;16;1;False;73
"Richard Bowdry";77476199210014930;11;55;5;NULL;89
"Richard Branton";73947194904178194;20;46;2;False;78
"Richard Brickey";46144199010118379;18;14;6;False;73
"Richard Brown";45349200110272983;18;20;4;True;84
"Richard Brumble";87588197111173946;18;25;4;False;75
"Richard Brunner";52895197403081025;5;50;6;False;75
"Richard Burnside";84322193404213270;33;56;4;False;73
"Richard Burrus";32662200301166411;35;2;6;False;73
"Richard Campbell";18094201811229007;30;23;4;False;79
"Richard Carkhuff";43133198003152887;44;25;4;False;73
"Richard Caruana";86206195206253472;6;64;4;NULL;66
"Richard Chapen";49590200212296750;13;3;2;False;77
"Richard Clark";54196194911092871;41;43;6;False;71
"Richard Clemente";24037197208181819;32;9;2;False;73
"Richard Conner";60735196102012982;9;53;6;NULL;80
"Richard Corriveau";72821198510065794;54;49;2;False;84
"Richard Croom";69399201303183375;61;11;4;False;76
"Richard Davis";73566194808037929;3;36;2;False;70
"Richard Davis";77021199011159562;4;11;2;False;88
"Richard Davis";14716196609243202;26;10;1;False;77
"Richard Delafuente";97398198906183593;10;29;1;NULL;73
"Richard Donald";21600196302157907;27;17;5;True;73
"Richard Drayton";75063201107242194;56;12;2;NULL;86
"Richard Duley";19008193602179381;33;27;2;False;61
"Richard Elliott";50932196703089172;13;47;4;False;75
"Richard Fagan";53029199610128189;27;46;6;NULL;84
"Richard Fitzgerald";50586196006232606;12;9;2;True;70
"Richard Flynn";99606194207159854;3;31;2;False;53
"Richard Franca";40573194311024886;26;9;2;False;73
"Richard Fulton";26149200206029706;63;31;3;NULL;97
"Richard Gaddy";19815201308253735;52;28;1;False;88
"Richard Gary";46338200708053659;33;43;1;False;73
"Richard Gaver";25660193711198164;16;25;3;True;46
"Richard Gilchrist";80968200101045707;19;18;4;False;73
"Richard Grant";67823200107162883;63;18;2;False;76
"Richard Gray";87717197003185094;51;7;4;False;79
"Richard Grice";90045193508133802;9;44;4;False;59
"Richard Hall";34766200202164958;30;5;3;False;80
"Richard Harlow";51084194403149746;23;22;1;NULL;73
"Richard Harris";45137201807017403;35;60;4;NULL;73
"Richard Hart";17741200211228426;13;17;6;False;83
"Richard Hayes";73122201210253386;60;39;3;False;77
"Richard Heil";17750197102273390;56;16;2;False;73
"Richard Helmer";88506197707299989;12;29;6;False;81
"Richard Henson";17599198202225140;8;2;6;NULL;89
"Richard Herrera";92808194705168279;22;16;4;False;59
"Richard Hill";57143198812177787;41;11;1;False;81
"Richard Hirsch";98814200412125518;56;15;6;NULL;91
"Richard Hoff";29330197009127046;57;7;3;False;76
"Richard Hoff";47127201507184334;20;28;2;True;73
"Richard Holland";77384200407156466;26;25;4;True;70
"Richard Howell";10509201902183232;37;48;2;False;73
"Richard Ison";36942199508057227;22;42;6;NULL;73
"Richard Jackson";61297193612313864;52;54;2;False;66
"Richard James";61386196504057013;46;41;5;NULL;72
"Richard Jelinek";69957194607243575;43;14;5;False;64
"Richard Johnson";70721194002125201;51;13;2;False;60
"Richard Kercher";46521193712018412;30;2;1;False;72
"Richard Kremen";48358195108061675;15;13;3;False;75
"Richard Kutch";10564197507012384;59;36;6;False;73
"Richard Larson";75310194108044864;20;18;3;True;67
"Richard Lemieux";22002201307262876;45;32;3;False;79
"Richard Lindsey";14757194407258624;20;18;4;False;67
"Richard Ling";35801196011182332;12;48;3;False;66
"Richard Logan";13102194406297666;11;39;1;False;66
"Richard Long";35574200901104232;6;57;6;False;77
"Richard Luoma";94478194804239049;4;42;2;False;64
"Richard Malloy";68994197601286309;4;60;4;NULL;73
"Richard Manalo";95200196212179106;18;12;2;True;70
"Richard Martin";43514200511306624;38;11;2;False;68
"Richard Mccool";22552200402133989;15;6;2;False;88
"Richard Mcevoy";19332200803283588;57;56;6;False;73
"Richard Mckneely";21719201005014430;50;35;5;False;68
"Richard Mctigue";92935197312297540;61;50;2;False;80
"Richard Meyers";69173200610201066;40;36;6;False;73
